,pred_direction_x,pred_direction_y,label_direction_x,label_direction_y
0,-0.8735877871513367,0.4194691777229309,-0.7588778880007446,0.6512329468811673
1,-0.8717811107635498,0.4194892942905426,-0.7609502910222268,0.6488101837927548
2,-0.8725956082344055,0.41710326075553894,-0.7602994344310612,0.6495727595918787
3,-0.8733640313148499,0.4145614504814148,-0.7601912415039785,0.6496993738188762
4,-0.871296226978302,0.41329896450042725,-0.7616016659639487,0.6480454477896884
5,-0.8724830150604248,0.41004037857055664,-0.7635789037733037,0.6457145326786131
6,-0.8749657273292542,0.40695732831954956,-0.7634871695628511,0.645822995806828
7,-0.8761369585990906,0.4034839868545532,-0.7976379197214213,0.6031365923424673
8,-0.8770990371704102,0.4019549787044525,-0.7626730822183865,0.6467841754863103
9,-0.8768500089645386,0.4005413353443146,-0.7620734450890451,0.6474905901170411
10,-0.8735317587852478,0.41974693536758423,-0.7622921554168907,0.6472330876816103
11,-0.8717225193977356,0.4197693169116974,-0.7622507577660742,0.6472818414609247
12,-0.87253338098526,0.4173843562602997,-0.7606462090322301,0.6491666540148969
13,-0.8732970952987671,0.4148426651954651,-0.7597251974018772,0.6502442805843652
14,-0.8712294101715088,0.4135838747024536,-0.760060316938456,0.6498525329760697
15,-0.8724139332771301,0.41032838821411133,-0.7594532255952751,0.6505619095312392
16,-0.8748998045921326,0.40724629163742065,-0.7947094025257502,0.6069900868524669
17,-0.8760665655136108,0.403778076171875,-0.7608284317134284,0.6489530780391484
18,-0.877030074596405,0.40225091576576233,-0.7955863186744511,0.6058402508401326
19,-0.8767828941345215,0.4008386433124542,-0.7615801071791433,0.6480707834403621
20,-0.8734917044639587,0.4196730852127075,-0.7960546350055496,0.6052247665836066
21,-0.8716839551925659,0.4196936786174774,-0.7626964136127753,0.6467566626345727
22,-0.87249755859375,0.4173058569431305,-0.7974874706881279,0.6033355070733467
23,-0.8732658624649048,0.4147633910179138,-0.7607380343318664,0.6490590444026553
24,-0.871199905872345,0.4135005474090576,-0.7608825708381808,0.6488896003132434
25,-0.8723861575126648,0.41024088859558105,-0.760455605849768,0.6493899225670678
26,-0.8748711347579956,0.40715891122817993,-0.7605461951747331,0.649283824690895
27,-0.8760388493537903,0.4036865234375,-0.7599471783433752,0.649984835306134
28,-0.8770020008087158,0.4021579921245575,-0.7591478072476069,0.650918279625907
29,-0.8767545819282532,0.4007439911365509,-0.7598595678518902,0.6500872534852061
30,-0.873890221118927,0.4190257787704468,-0.7603394428570012,0.6495259283784636
31,-0.8720801472663879,0.4190457761287689,-0.7602147597294427,0.6496718549310149
32,-0.8728925585746765,0.4166531264781952,-0.7606187961219197,0.6491987730934506
33,-0.8736566305160522,0.4141077399253845,-0.7602918473265627,0.6495816398950655
34,-0.8715869188308716,0.4128464460372925,-0.7941832320919544,0.6076783638274256
35,-0.8727735280990601,0.4095854163169861,-0.7967199981465222,0.6043486117742024
36,-0.8752617239952087,0.4065014123916626,-0.7950050678544772,0.606602787733207
37,-0.8764227032661438,0.40303027629852295,-0.758614666404183,0.6515395520737557
38,-0.8773868680000305,0.40149983763694763,-0.7982670197687949,0.6023037150387223
39,-0.8771407604217529,0.4000864326953888,-0.797893748866517,0.6027981134009426
40,-0.873750627040863,0.41917896270751953,-0.7979198675627974,0.6027635398301459
41,-0.8719403147697449,0.4191998541355133,-0.7967697847020258,0.6042829719476527
42,-0.8727483153343201,0.4168106019496918,-0.7969009984341558,0.6041099226917611
43,-0.8735136985778809,0.41426795721054077,-0.7960613401420791,0.6052159471884371
44,-0.8714454770088196,0.41300809383392334,-0.7953055949165874,0.6062087187548304
45,-0.8726311326026917,0.4097525477409363,-0.7950445228097501,0.6065510751373018
46,-0.875122606754303,0.4066696763038635,-0.7938563014591579,0.6081053959911774
47,-0.8762890696525574,0.4032004475593567,-0.7946734819743931,0.6070371134013914
48,-0.877252459526062,0.4016738831996918,-0.7940588419775662,0.6078408965158947
49,-0.877004861831665,0.4002625048160553,-0.794708591824166,0.606991148272239
50,-0.8733981847763062,0.4200040102005005,-0.7958160311726015,0.6055384748541491
51,-0.8715876936912537,0.42002829909324646,-0.7960663220596079,0.6052093942450734
52,-0.8723981976509094,0.41764333844184875,-0.7975387671053519,0.6032676975970745
53,-0.8731677532196045,0.41510409116744995,-0.798959004447396,0.601385491355109
54,-0.8710999488830566,0.4138453006744385,-0.7984862895594473,0.6020129943660572
55,-0.8722838759422302,0.41058796644210815,-0.7634985760543727,0.6458095108953918
56,-0.8747739195823669,0.4075070023536682,-0.7986065903999564,0.601853398901889
57,-0.8759456276893616,0.4040369987487793,-0.7981092251752291,0.6025127921382214
58,-0.8769108057022095,0.402511864900589,-0.7974468175307988,0.6033892385599869
59,-0.8766636252403259,0.4011014997959137,-0.7979375373726347,0.602740148365525
60,-0.873472273349762,0.41977471113204956,-0.7980453184843431,0.6025974358103621
61,-0.8716627359390259,0.41979822516441345,-0.7991944667179344,0.6010725450121944
62,-0.8724746108055115,0.41741153597831726,-0.8007559405003929,0.59899075431373
63,-0.8732393980026245,0.4148705005645752,-0.7998915248873235,0.6001446062520535
64,-0.8711696267127991,0.4136122465133667,-0.8009008864469506,0.5987969356037894
65,-0.872355580329895,0.41035228967666626,-0.799699569461594,0.6004003652588339
66,-0.874847948551178,0.4072662591934204,-0.763379880424865,0.6459498108696361
67,-0.8760179877281189,0.4037972092628479,-0.7631233413708652,0.646252865258612
68,-0.8769837021827698,0.4022696912288666,-0.7632507560896122,0.6461023783647877
69,-0.8767356872558594,0.4008558690547943,-0.7631568077061335,0.6462133446871734
70,-0.8736067414283752,0.4194449186325073,-0.7604051940868422,0.6494489516549795
71,-0.8717982172966003,0.41946789622306824,-0.759886011373547,0.6500563434955476
