ThetaCamBody,Direction_x,Direction_y
237.8548390252563,-0.5320661224011375,-0.8467028058256437
237.87588539922345,-0.5317550684225539,-0.8468981917603349
237.8009643057589,-0.5328620343015403,-0.8462021344808958
238.1356132908138,-0.5279105380381508,-0.8492999845921758
237.91326449986047,-0.5312024487641824,-0.8472449223376533
238.0748300648561,-0.5288112354894025,-0.84873946368728
237.649410565065,-0.5350984668016697,-0.844789696212319
237.57851170127205,-0.5361434153531496,-0.8441269088078286
237.1261022537409,-0.5427918877491724,-0.8398672315275134
237.5849536282022,-0.5360485043830718,-0.844187183596548
237.0683288225977,-0.5436384805291816,-0.8393194877327242
237.00719218494208,-0.5445337546659355,-0.8387389284094419
237.2855221458176,-0.5404529414101664,-0.8413742437946976
236.4618820993896,-0.5524916330797497,-0.8335184433333621
235.99480703554525,-0.5592680404368817,-0.8289868870771663
235.50352751025935,-0.5663554971476028,-0.8241610588050686
236.41140449528052,-0.553225748647185,-0.8330313745794703
235.8258811868809,-0.561709718361398,-0.8273343896504961
235.7528190584033,-0.5627642572682318,-0.8266174391708268
235.45609291523948,-0.5670376175647893,-0.8236918964433533
234.4094929080334,-0.5819882456005973,-0.8131971974759499
234.0454733638917,-0.5871429828735352,-0.809483241125082
234.0832685160898,-0.5866088796718982,-0.80987037375748
233.93804693441896,-0.5886596864309094,-0.808380958194256
233.7445802637917,-0.5913859291207426,-0.8063886673546423
233.09825622217653,-0.6004445631820462,-0.7996663845286494
232.15637770283865,-0.6135084626188066,-0.7896881449630027
230.4509987560889,-0.6367379064171721,-0.7710803061494157
227.54352621259204,-0.6750299210333921,-0.7377903534945767
227.17230009671005,-0.6797959498610867,-0.7334012998028179
227.50802949119912,-0.6754868781553413,-0.7373720074968612
227.4747808709753,-0.6759146598212215,-0.7369798997521999
228.54737012035667,-0.6620006117703375,-0.7495032955335813
229.6654956979564,-0.6472489514988643,-0.7622786857728745
230.3298258719189,-0.6383672126099135,-0.7697319675475676
229.3287999885654,-0.6517172417358417,-0.7584620206867491
229.41581824422727,-0.650564572507995,-0.7594509444312316
229.3901669472391,-0.6509045131750407,-0.7591596108384344
229.69852695280812,-0.6468093871360723,-0.762651700786577
230.03068606523053,-0.6423772448950431,-0.76638859284377
229.64836768708025,-0.6474767983053583,-0.762085162994427
229.32176818131975,-0.6518103214975315,-0.7583820308982042
229.0033467298709,-0.6560149441863271,-0.7547479002979803
228.00199332959585,-0.6691047518231763,-0.7431681041915387
227.18333503652255,-0.6796546870734821,-0.733532212202741
228.3172762869323,-0.6650051920320272,-0.7468387339783914
227.64284069337344,-0.6737500478490706,-0.738959317569902
226.01673073214997,-0.6944482890476721,-0.719542614331327
224.67179241498707,-0.7111456796459094,-0.703044680173997
223.05619316156665,-0.7306844762187754,-0.6827153112483225
222.39619091031827,-0.7385001673964826,-0.6742532927286059
221.87124719998516,-0.7446465915942667,-0.6674589527656672
221.5565091319047,-0.7483018340833022,-0.6633583986862351
222.0664115100421,-0.7423687374803126,-0.6699915354777899
222.17670770751863,-0.7410776077513526,-0.671419376611617
221.9403370663427,-0.7438411979343726,-0.6683563961357425
221.66956080664124,-0.7469914899386945,-0.6648335986990801
221.2204779358265,-0.7521794403538724,-0.6589583367019005
221.3530002068364,-0.750653292073035,-0.6606963259319025
221.57990625711463,-0.74803088473952,-0.6636639175635595
221.7805303499376,-0.7457024507022453,-0.6662791119468368
221.6476001283769,-0.7472462565677509,-0.6645472383852655
221.33452300180096,-0.7508663197152439,-0.6604542148531457
221.18525256530245,-0.7525844249009702,-0.6584957732563481
221.18869124456356,-0.7525449030821757,-0.6585409393842108
221.25763905037843,-0.751751892473783,-0.6594460494703761
221.3181390393195,-0.7510551485974768,-0.6602394745584529
221.3724210423264,-0.7504293009652658,-0.6609507275529564
221.24410025322263,-0.7519076963357799,-0.6592683946550302
220.85385553223176,-0.7563805344817843,-0.6541318575463592
221.3512642341281,-0.7506733097961332,-0.6606735820053036
222.5419265527342,-0.7367827720093392,-0.6761295340910898
223.4417735113332,-0.7260735324915968,-0.6876170630628462
223.6800152726349,-0.723208081222526,-0.6906301986261767
224.24164096976307,-0.7164037382655526,-0.6976859492630919
224.589202476497,-0.7121583557298653,-0.702018857555931
225.2112053228093,-0.70449542589867,-0.7097085281211235
225.5554638290377,-0.700218490717621,-0.7139286135582023
226.09930709762068,-0.693410542158035,-0.7205427260226142
226.4606228523868,-0.6888529345156877,-0.7249011205737825
226.49831238053895,-0.6883759409462549,-0.7253540955466911
227.528475347087,-0.6752237057925057,-0.7376130063494243
227.7975804646648,-0.6717518720561277,-0.7407762296328682
227.8154865095092,-0.6715203322840593,-0.7409861289721331
228.05489006540407,-0.6684183574738896,-0.7437855197514318
227.505212328119,-0.6755231330144189,-0.7373387937457134
226.97388113424995,-0.6823316842361965,-0.7310427297274732
226.58026264768344,-0.6873377617704646,-0.7263379387340083
226.61092762291827,-0.6869489238082767,-0.7267057011463791
226.4075619004728,-0.6895239614833798,-0.7242628711595441
226.51491406019036,-0.6881657378223134,-0.7255535247571133
226.92199879108443,-0.6829933765425278,-0.7304245666727242
227.08959055387163,-0.6808539454644134,-0.7324192139379889
227.34345513000017,-0.6776020898536554,-0.7354287238243816
227.071020206676,-0.6810912968012094,-0.7321985013789954
226.66181467158023,-0.6863032318007509,-0.7273155257657056
226.9452683592363,-0.682696672470781,-0.7307018909222305
227.23839999332532,-0.6789494013141744,-0.734185065535335
227.24363019618363,-0.6788823789447648,-0.7342470398702993
226.82990898481927,-0.68416648357476,-0.7293258686985864
226.36295409093012,-0.6900876295894441,-0.7237258206583638
225.81522495534324,-0.6969745767425628,-0.7170958369524435
225.9634280441516,-0.6951173842612612,-0.7188962526663929
225.7495382971935,-0.6977962319477989,-0.7162963204424923
225.39455779988225,-0.7022206811307546,-0.7119593492554607
225.46344078953769,-0.7013642314274907,-0.7128030687883753
225.45437162852977,-0.7014770499005406,-0.7126920432156055
225.26873371793263,-0.7037824810250671,-0.7104155258735559
225.4910261719808,-0.7010209670173513,-0.7131406620029863
225.5687206214894,-0.7000532869742309,-0.7140906072737375
225.48206239376475,-0.7011325274711461,-0.7130309803381074
225.6042268201604,-0.6996106305819534,-0.7145242932026326
225.46761285020395,-0.7013123259607407,-0.712854137573414
225.53389892125392,-0.7004871485977738,-0.7136650157107046
225.62141115786065,-0.6993962966543891,-0.7147340905722391
225.63120263989745,-0.6992741429602635,-0.7148536024859838
225.5826558921705,-0.6998795877553713,-0.7142608505604738
225.64195308827283,-0.6991400021556933,-0.7149847952129732
225.56458511520395,-0.7001048269259805,-0.7140400768268843
225.54726669930585,-0.7003206231069176,-0.7138284281612345
225.4723367091232,-0.7012535509694607,-0.7129119561718136
225.36874230314777,-0.7025413941016859,-0.7116428806456646
225.29978200248507,-0.7033974072370518,-0.7107967976096917
225.2653738044441,-0.7038241396846305,-0.7103742537544485
225.2349062403066,-0.704201788279865,-0.7099998882981885
225.23750337880205,-0.7041696042427917,-0.7100318080625333
225.3924842248068,-0.7022464469868928,-0.7119339349225356
225.38278529050532,-0.7023669519177366,-0.7118150496117569
225.46493288272944,-0.7013456684156705,-0.7128213334311596
225.47058233963017,-0.7012753796654417,-0.7128904837877208
225.4133526358357,-0.7019870980684371,-0.7121896616389868
225.31919863230888,-0.7031564891044195,-0.711035127001716
225.3633355693381,-0.7026085453723213,-0.7115765819430757
225.2827397754164,-0.7036087976318814,-0.7105875455529868
225.3988309659767,-0.7021675806672918,-0.7120117194680452
225.4861323557493,-0.70108187609059,-0.7130807829533051
225.28673947085807,-0.703559191325517,-0.710636661242146
225.31746013200103,-0.7031780634027631,-0.7110137911103691
225.535691326405,-0.7004648224072587,-0.713686928961129
225.3258823438233,-0.7030735401016946,-0.7111171473174239
225.32152912253255,-0.7031275673626679,-0.7110637271121745
225.36464011067784,-0.7025923436291917,-0.7115925791305302
225.12940261406249,-0.7055079772788324,-0.7087019782644397
225.1404506706629,-0.7053713087305897,-0.7088380046383624
225.08809966748748,-0.70601867762549,-0.7081932129327099
225.2550479349304,-0.7039521522012272,-0.710247398736004
225.1610622482226,-0.7051162657865044,-0.709091708965276
