,RMSE(Direction_x),P(Direction_x),RMSE(Direction_y),P(Direction_y),R2(Direction)
c16,0.24530606689507511,1.5177711517422013e-12,0.19991229850346062,0.05787636043119429,0.8998600064515322
c17,0.05966761582939413,6.413299417802412e-18,0.24648994346029082,0.0,0.9356824833941785
c18,0.13263925512166566,1.0391929397579573e-05,0.10015584034095551,2.336965146843189e-06,0.9723756356463668
c19,0.1371621012213567,9.458842235076288e-06,0.10537316367642718,9.31722023601751e-05,0.9700830543653631
c20,0.13215365590784645,3.728104589907031e-17,0.17589414393085434,8.770558401808192e-07,0.9515966613610224
c21,0.12059910567165799,2.015332002236523e-11,0.05718527258058692,8.31918129070611e-07,0.9821857003110802
mean,0.13792130010783266,3.3084655506317883e-06,0.14750177708209591,0.009662263095445094,0.9519639235882572
std,0.06002820630834705,5.1339307988021455e-06,0.07144952779774329,0.02362001615575199,0.030457626417279567
