,RMSE(Vel),P(Vel),RMSE(Vel_x),P(Vel_x),RMSE(Vel_y),P(Vel_y),R2(Vel)
c16,28.84689628308765,5.072770672342294e-140,18.73512635148217,2.6191785482612247e-208,28.195444373688527,0.00023575813764924254,-0.16035840413942903
c17,26.07903876417215,9.272169461632088e-161,23.59412442800826,0.0,26.179365190568404,0.36029848026755174,0.6805684515712547
c18,31.311733415931606,2.53133753058909e-103,12.824355253880611,0.2012075684756773,34.001976791500134,4.860253995755557e-139,0.6213382148854345
c19,43.74083524743498,9.147780446905318e-28,26.734928158561214,1.1505438268507008e-258,47.581160862597066,4.146513444711353e-49,0.7842235748102863
c20,56.93133007063692,8.37083358996946e-24,23.874685528910835,4.540189568435469e-14,59.065465353782834,7.025723188110415e-30,0.5054131793526918
c21,43.31595091214366,7.608944078847822e-12,17.169713354228673,0.01333728903869851,46.230310087085186,6.31955082283932e-21,0.7888956730013501
mean,38.37096411556782,1.2681573464760323e-12,20.488822179178626,0.03575747625240354,40.20895377653702,0.06008903973420016,0.5366801149135981
std,11.742296451460517,3.1063384124240724e-12,5.15668106987921,0.08122904190392616,12.851883327806748,0.14707201928846772,0.3576595078839916
