,RMSE(Direction_x),P(Direction_x),RMSE(Direction_y),P(Direction_y),R2(Direction)
c16,0.3378992783715283,4.264213590067061e-24,0.18136828967342222,6.264030394910543e-08,0.852929621176938
c17,0.08243719752416505,6.847648824974346e-14,0.2503319582839742,4.290962414202583e-171,0.9305380191260724
c18,0.13854725894127862,0.00021646955300447425,0.12408618610604921,4.9210429972627587e-29,0.9654072754575133
c19,0.15857407744547458,0.16490376954417235,0.1318347521305972,2.8527359632326983e-38,0.9574738600929806
c20,0.11027856398834418,7.668619193710972e-20,0.1036086686604989,0.10052217814575257,0.9771038821030676
c21,0.11053944010479967,2.6370234241269698e-08,0.057348279146591755,1.9257451739633375e-19,0.984492207060242
mean,0.15637930272926506,0.027520044244579923,0.14142968900018893,0.016753706797676085,0.9446574775028024
std,0.09269984511198494,0.0673040608843237,0.06685472166955508,0.04103800226715562,0.048678018364038275
