,RMSE(Vel),P(Vel),RMSE(Vel_x),P(Vel_x),RMSE(Vel_y),P(Vel_y),R2(Vel)
c16,17.802025329636727,1.8859949705260682e-27,15.748096415853933,1.81156577930006e-95,20.624677785637,0.9956377696484415,0.4150779930653379
c17,15.930228623383202,0.2943664252372029,16.137343416472614,2.200878018224038e-61,26.212076024034516,0.5378795991733247,0.7991663996521177
c18,24.84159357483344,2.3153521828221422e-57,13.18330908189594,0.5773170682968252,32.797159618696455,2.7219886182512215e-110,0.6911695691910833
c19,27.428151867367937,8.812162820190087e-37,24.105664371243584,2.9909235811303463e-182,50.111761198467676,1.2532439264294347e-140,0.8307986793177142
c20,35.877041607005154,6.189304314231511e-30,17.388336428136046,8.521131265609623e-30,40.47359794481059,3.577632996811726e-15,0.7799211052533704
c21,26.96782468605132,1.1640326985764783e-19,15.278978860026982,0.3056896620636095,30.86893295351808,9.936083966143512e-24,0.9062180257894397
mean,24.807810948046296,0.04906107087286715,16.973621428938184,0.14716778839340577,33.51470092086072,0.25558622813696164,0.7370586287115105
std,7.23814001786694,0.12017458987304665,3.7543995167745083,0.24363539118763813,10.49651978625424,0.4215834701403047,0.17255376050884386
