,Head_Pro,Pro_Meso,Meso_Meta,LF1_LF0,LF0_LM0,LF1_LM0,LM1_LM0,LM0_LH0,LM1_LH0,LH1_LH0,LH1_LM0,RF1_RF0,RF0_RM0,RF1_RM0,RM1_RM0,RM0_RH0,RM1_RH0,RH1_RH0,RH1_RM0,LF1_LF2,LF0_LF2,LM1_LM2,LM0_LM2,LH1_LH2,LH0_LH2,RF1_RF2,RF0_RF2,RM1_RM2,RM0_RM2,RH1_RH2,RH0_RH2,Axis_Bar,Axis_Fix
601,25.967045245214766,28.32306678148423,21.524079825706,13.607518134304346,28.79162437995624,40.147793110226814,16.076450089325547,19.95808694045767,21.582036777891823,33.92564489151441,50.75480997076484,17.621928862661733,13.893514600878149,28.057286113645727,20.851806246265276,22.892130712943946,39.13030705871684,35.97133838497604,54.56491079918565,10.278176815796476,22.76058309290857,12.697004169765728,23.970947518421298,24.49206652691749,38.37180463308619,11.094994077018873,6.547288407128699,19.86717216531047,38.0245177324049,17.673155083331473,43.81056117183244,90.61867690516917,336.91118664434174
602,26.056548083278955,27.97993007381635,21.25408525130052,12.692787894337924,28.107303456528243,38.55045832549192,15.629230359126106,18.291138937963947,19.0514462786893,32.926970387327216,47.05411661003796,17.9679654998475,13.2542930626986,27.473625851927476,20.845881843816063,22.829773822806363,38.83537354267079,36.38954971716638,55.09055317712407,8.94767143093105,19.7983734942412,13.06696246265924,24.508764020999436,24.520588633487733,34.4393811633343,10.541194767065422,7.429050860645773,18.586044051503112,36.36635017098505,17.032192127234147,44.46056641178114,90.62858240702364,336.5893067373534
603,25.59698834392701,27.38975637037353,22.18481453725329,11.495346391744512,27.16788248472484,35.79316295389854,15.603861322098654,16.722610593733506,17.916661495021735,32.04083667511662,43.29864419673752,18.049139430105804,12.208964138782012,25.724509923799506,21.794544326519723,22.935631577155185,38.10864627538536,36.120688113356216,55.17842710416906,10.046499141432582,18.853602652298004,14.77545435335298,26.478407162584524,24.282751368255344,29.201855063734776,6.89774298330915,11.187531909500866,14.965725310966876,31.60016231808245,19.27943500618921,46.619365461323646,90.52543718042584,336.213793961141
604,25.42612564871812,27.905588038198847,22.61245935421044,12.669964892778427,26.333244278477544,34.357052686984304,15.420858260195333,14.926308613634305,17.33014486966634,33.45225597330412,43.10397807578483,17.985435914839492,12.08486758965747,25.25480730045861,21.54697497998974,23.39752275530878,36.80052172062969,37.68022877811697,57.49269803362954,8.190975851047737,18.211287485804995,13.535522211378828,25.23310951473272,24.833129648853287,23.5943202196145,6.850465314310248,11.245726177324189,12.6600964854807,27.968298034576627,20.3117186855704,48.800070467524094,90.47733810935914,336.57892505390765
605,25.45939264268725,28.144966249050192,22.11939635790006,12.769427245807394,25.705299488827222,34.40237606364777,13.58704062368986,13.2102468639387,16.088765887757727,33.72751691262873,42.53305933028328,19.33157687338265,14.064729956308952,30.01589860177397,20.727083095504767,20.63554319017051,32.287192009106526,39.79802913152339,58.39052957448272,6.722147337293799,16.825624701531847,16.2428629865255,25.58522502423712,25.585997246215676,20.981765454608365,10.062708214640326,9.655122282361909,13.16580058904097,27.72370188226961,20.54478446068119,52.86229610465288,90.49521683497206,336.33391527368394
606,25.61650382407901,28.560817669694902,21.96648741362352,13.141461665275752,25.15132099093608,33.72991552785878,14.095804206450827,11.840264788082372,13.85903753288058,35.28811818777627,42.82123198225448,18.037270542560933,18.72571178680589,33.63775756672084,20.71008431455937,22.648267677506187,33.298033559881176,40.387568004197526,59.98505231968581,6.559712708660341,14.4732281376601,13.766826418845705,24.02553004599886,26.697118451700007,20.850501050827,5.460233222808724,21.24645121451853,11.701288367544617,26.10356309212473,22.187718788164013,54.07211993642255,90.4791751487275,335.4808242833564
607,26.52726527968997,29.219867746998307,21.642318111980465,12.68178662056646,24.54768984392768,33.84868785426395,15.041655994879145,9.947092967535742,11.443856304380445,36.220613386025526,42.85729349564386,19.75719770932703,22.21822882279867,39.73703297661456,22.13742431245641,22.711818420645123,33.269209986933234,41.41025285237376,60.91995310562635,7.661097067940417,12.415955638450397,10.706246028794244,22.17267629611083,26.1643792526846,22.064577846646497,12.099935882972115,31.551784504569927,11.280895719990092,26.389787432157,23.82626009039989,56.84003399784599,90.607951543353,333.7219176008704
608,27.18604695107602,28.96251809763405,21.52740719376206,11.997271212656724,23.015204010183776,32.4725920759331,15.815753282802175,10.792354653692168,11.724123343313131,36.907650752086326,43.762814146797815,18.744108063737453,25.49118778465058,40.05627497786034,21.666973910919555,20.37476300832006,28.160748353591995,42.51664027955236,61.22779774722035,8.326500615827676,12.043362849832649,10.928677837450316,23.369461037691497,26.130261740852877,24.204102155795272,15.81889954224276,33.235868461631085,11.04454995856374,26.230857611849974,22.36413941723273,57.835988247419,90.40041327696926,332.081690086941
609,26.95838650872152,29.067547148343998,21.673740750140382,11.799761311221584,22.61701533415925,31.55731920213472,16.14399716151407,13.912236415726774,17.022481535513712,34.424683433475245,43.69415511790881,18.01428016402591,27.843868368987074,42.54632168672547,19.45050922307021,21.210454223091663,25.32896443208013,42.352921848643234,61.609777954598336,7.993025269523858,8.957202701210758,12.427212021647572,25.325426335036404,25.128388620593164,26.058730523751983,12.664423621532752,29.22973876233428,13.12912204115919,27.57651537793656,23.913432519311804,59.619075638683306,90.23843602720748,330.22792546147207
610,27.348881893389247,28.34967338879684,21.630130277755672,11.566897388820465,17.62025020481191,27.253130167092102,19.129622525098853,18.90018610973845,22.14094632662376,35.395635709596135,50.538568796170175,18.39112813603495,30.751807710541364,46.830333099964975,18.33423527428901,20.600921607424777,23.259925101197407,41.32949432724954,60.100187886630565,8.463790639168405,7.371017907551896,10.612071427811346,27.95457768760228,22.656520841785504,28.369244849941797,15.04948199796868,31.89793146212841,12.547259705350903,27.06472511745672,23.934357101127443,58.58733520257613,90.14081606962844,329.14779118815034
611,27.084411281189944,28.603531867732187,21.423746692070992,12.231990264851753,13.810202103575213,23.2218278749688,15.299171929069818,19.591787824836857,24.526722722721573,38.04985838981059,53.17515557812309,18.27859777612658,32.804037150141674,48.75967003146406,17.606957312379137,19.75768537271765,22.565698475313457,39.62279689321854,57.38097328394823,7.808642261112562,7.384301264206465,15.30020829502092,29.750520505345197,23.836653304132096,30.626276026669,16.937077422190136,33.68379434497418,12.20337932193595,26.745627915844363,23.66831003614582,56.11553283484416,90.14726765516144,329.23942309785434
