1000, 0.04008, 0.005
2000, 0.02662, 0.005
3000, 0.02329, 0.005
4000, 0.02031, 0.005
5000, 0.01791, 0.005
6000, 0.01630, 0.005
7000, 0.01469, 0.005
8000, 0.01362, 0.005
9000, 0.01296, 0.005
10000, 0.01220, 0.005
11000, 0.01321, 0.02
12000, 0.01133, 0.02
13000, 0.01036, 0.02
14000, 0.00944, 0.02
15000, 0.00908, 0.02
16000, 0.00839, 0.02
17000, 0.00812, 0.02
18000, 0.00798, 0.02
19000, 0.00745, 0.02
20000, 0.00746, 0.02
21000, 0.00708, 0.02
22000, 0.00708, 0.02
23000, 0.00692, 0.02
24000, 0.00674, 0.02
25000, 0.00656, 0.02
26000, 0.00651, 0.02
27000, 0.00641, 0.02
28000, 0.00632, 0.02
29000, 0.00623, 0.02
30000, 0.00611, 0.02
31000, 0.00597, 0.02
32000, 0.00592, 0.02
33000, 0.00588, 0.02
34000, 0.00575, 0.02
35000, 0.00567, 0.02
36000, 0.00569, 0.02
37000, 0.00566, 0.02
38000, 0.00556, 0.02
39000, 0.00554, 0.02
40000, 0.00553, 0.02
41000, 0.00537, 0.02
42000, 0.00538, 0.02
43000, 0.00528, 0.02
44000, 0.00531, 0.02
45000, 0.00524, 0.02
46000, 0.00518, 0.02
47000, 0.00516, 0.02
48000, 0.00522, 0.02
49000, 0.00509, 0.02
50000, 0.00509, 0.02
51000, 0.00503, 0.02
52000, 0.00495, 0.02
53000, 0.00496, 0.02
54000, 0.00498, 0.02
55000, 0.00488, 0.02
56000, 0.00487, 0.02
57000, 0.00490, 0.02
58000, 0.00484, 0.02
59000, 0.00485, 0.02
60000, 0.00489, 0.02
61000, 0.00475, 0.02
62000, 0.00474, 0.02
63000, 0.00475, 0.02
64000, 0.00468, 0.02
65000, 0.00469, 0.02
66000, 0.00466, 0.02
67000, 0.00467, 0.02
68000, 0.00462, 0.02
69000, 0.00459, 0.02
70000, 0.00457, 0.02
71000, 0.00453, 0.02
72000, 0.00455, 0.02
73000, 0.00456, 0.02
74000, 0.00450, 0.02
75000, 0.00452, 0.02
76000, 0.00448, 0.02
77000, 0.00441, 0.02
78000, 0.00446, 0.02
79000, 0.00447, 0.02
80000, 0.00438, 0.02
81000, 0.00446, 0.02
82000, 0.00440, 0.02
83000, 0.00438, 0.02
84000, 0.00430, 0.02
85000, 0.00423, 0.02
86000, 0.00433, 0.02
87000, 0.00421, 0.02
88000, 0.00417, 0.02
89000, 0.00412, 0.02
90000, 0.00418, 0.02
91000, 0.00420, 0.02
92000, 0.00417, 0.02
93000, 0.00407, 0.02
94000, 0.00409, 0.02
95000, 0.00404, 0.02
96000, 0.00402, 0.02
97000, 0.00396, 0.02
98000, 0.00399, 0.02
99000, 0.00399, 0.02
100000, 0.00397, 0.02
101000, 0.00394, 0.02
102000, 0.00392, 0.02
103000, 0.00393, 0.02
104000, 0.00389, 0.02
105000, 0.00384, 0.02
106000, 0.00385, 0.02
107000, 0.00391, 0.02
108000, 0.00389, 0.02
109000, 0.00380, 0.02
110000, 0.00386, 0.02
111000, 0.00384, 0.02
112000, 0.00379, 0.02
113000, 0.00379, 0.02
114000, 0.00374, 0.02
115000, 0.00372, 0.02
116000, 0.00373, 0.02
117000, 0.00375, 0.02
118000, 0.00375, 0.02
119000, 0.00367, 0.02
120000, 0.00369, 0.02
121000, 0.00373, 0.02
122000, 0.00370, 0.02
123000, 0.00368, 0.02
124000, 0.00372, 0.02
125000, 0.00356, 0.02
126000, 0.00372, 0.02
127000, 0.00364, 0.02
128000, 0.00356, 0.02
129000, 0.00364, 0.02
130000, 0.00360, 0.02
131000, 0.00361, 0.02
132000, 0.00356, 0.02
133000, 0.00360, 0.02
134000, 0.00357, 0.02
135000, 0.00353, 0.02
136000, 0.00349, 0.02
137000, 0.00353, 0.02
138000, 0.00345, 0.02
139000, 0.00348, 0.02
140000, 0.00347, 0.02
141000, 0.00355, 0.02
142000, 0.00351, 0.02
143000, 0.00350, 0.02
144000, 0.00352, 0.02
145000, 0.00354, 0.02
146000, 0.00342, 0.02
147000, 0.00344, 0.02
148000, 0.00348, 0.02
149000, 0.00347, 0.02
150000, 0.00342, 0.02
151000, 0.00339, 0.02
152000, 0.00346, 0.02
153000, 0.00339, 0.02
154000, 0.00345, 0.02
155000, 0.00343, 0.02
156000, 0.00343, 0.02
157000, 0.00335, 0.02
158000, 0.00334, 0.02
159000, 0.00339, 0.02
160000, 0.00334, 0.02
161000, 0.00335, 0.02
162000, 0.00340, 0.02
163000, 0.00337, 0.02
164000, 0.00334, 0.02
165000, 0.00334, 0.02
166000, 0.00329, 0.02
167000, 0.00337, 0.02
168000, 0.00333, 0.02
169000, 0.00328, 0.02
170000, 0.00329, 0.02
171000, 0.00327, 0.02
