,inital_pos_left,ThC_LF,ThC_LM,ThC_LH,ThC_RF,ThC_RM,ThC_RH,inital_pos_right,FTi_LF,FTi_LM,FTi_LH,FTi_RF,FTi_RM,FTi_RH
0,263.4949059936531,61.78729588391036,7.406953033423861,-68.15108953423194,-46.749753546894055,-10.962636598779966,59.13853453821875,83.49490599365313,87.92851563836354,-37.30077807502403,-125.37909993541302,147.8968122224558,162.8077585807101,185.29779654033868
1,263.3750362933474,61.86380329140479,7.330494059143632,-68.00969282131172,-46.81032415747214,-10.800122750593147,59.48095783865048,83.37503629334745,88.94654769190726,-36.71240633090366,-125.16874529819117,148.11851084065256,152.251672507272,184.98221406387856
2,263.3665175530913,62.20922746473104,7.371151852341882,-67.97067847301557,-46.82109135104821,-10.780322860854369,59.51847221547237,83.36651755309126,88.69661924396723,-36.583625882772765,-125.07562855914608,148.09320953100251,151.53288341124156,185.14978969573397
3,263.41315482049845,61.736935388080155,7.256460749743383,-68.0654081185258,-46.98034535240694,-10.864122672817643,59.50462775213265,83.41315482049845,87.98714927483047,-36.7837389667458,-124.87801159423302,148.05323331223954,148.17547534508563,185.11147681884017
4,263.38501534090256,62.15282675637684,7.2472758500982195,-68.0612446355266,-46.982974909902765,-10.750303842973096,59.58193445152486,83.38501534090253,89.58050523354575,-36.53736717465745,-124.93929108532265,148.27772751232789,132.22386324061787,185.34007409635947
5,263.41217361651127,62.17059107878356,7.2024551976369935,-68.2458250988436,-47.20742095602799,-10.937933683740908,59.238888604143455,83.4121736165113,87.93253702825439,-36.64182840286128,-125.09374634397642,148.2385258177275,94.32256044387915,184.9913219659039
6,263.4285124358713,61.52077559350448,7.070299875556202,-68.24302066715762,-47.39640473521254,-10.915851035617663,59.26349971143236,83.42851243587131,89.15695853560129,-36.6810145948545,-125.24152708187503,148.17031822060358,174.28968972603383,184.8259844540023
7,263.4143923379669,62.210931198500305,7.448962491024815,-68.36338369184165,-47.14430020119329,-10.914248265953574,59.39491691543719,83.41439233796689,88.45536258330725,-36.50986446073608,-125.28587504621382,148.35894958174606,157.52664004409706,184.723758059926
8,263.4864933560862,62.032906067389206,7.380222807397729,-68.3344290018542,-47.12222987119023,-11.021945021315332,59.33487952297679,83.48649335608621,88.76216463332247,-36.76748921401162,-125.25740963600242,148.6902269135558,163.94628711399486,184.61989427016687
9,263.37044923707197,62.00828801212083,7.666986803049895,-68.17779375490392,-47.08691972518534,-10.878011779914232,59.5497540400917,83.37044923707194,87.96488985891244,-36.791374982557244,-125.10774892582265,148.42402147984274,169.29971863624039,184.92813537345168
10,263.3422319164841,62.22415705412527,7.787987289731063,-68.18220395902208,-47.31260448453685,-10.713174480075594,59.648330592701996,83.34223191648408,87.13121687907062,-36.334699708312684,-125.16934844385307,148.66999141620852,174.22533897672753,185.1115728562259
11,263.3360106182691,62.57715756430531,7.764446758139741,-68.0771830392539,-47.4027577314518,-10.798681563419194,59.733837010500906,83.33601061826909,87.42248435640755,-36.1437588879831,-125.15810244544772,148.5404341910436,169.80263507411195,185.0861240065044
12,263.3158834437238,62.22580703563955,7.988730106056039,-68.07895152415409,-47.29605166851266,-10.695339559071869,59.53597106979103,83.31588344372378,86.74554191565363,-36.19270693901197,-124.99321042506662,148.51015135626494,177.40407086856655,185.04440903899356
13,263.3102641997782,62.25639648241486,8.231396082646711,-67.92134824966831,-47.21766738063468,-10.893336585329394,59.528543712539886,83.3102641997782,87.81228546126067,-36.3368056859816,-124.67922747769038,148.93097009508705,176.93901201542502,185.33792278792907
14,263.2652193275402,62.18834784570686,8.356958418291356,-67.90174104963558,-47.060949708061145,-10.935067703906753,59.599662887057406,83.26521932754022,86.7994718598992,-36.52689644790681,-124.6815577236847,148.37371754492744,165.02374656683318,185.28367665294192
15,263.14631825686615,62.3978807495439,8.09870375551236,-67.7968173981032,-46.748636380906134,-10.738613915886333,59.7343901006312,83.14631825686618,86.84076634878915,-36.65110714166016,-124.59365855172584,148.2617117830895,150.82630835803022,185.38319697714584
16,263.07845566303286,62.624666684693636,8.095300653308527,-67.68847371353374,-46.61169814386875,-10.686429716336505,59.47479771174875,83.07845566303286,88.64436882337577,-36.60617904109645,-124.63573696761148,148.6583108501946,148.29382728762857,185.2192731342352
17,263.0269633785967,62.65397068681642,8.14929549202509,-67.59065964831683,-46.46672984881744,-11.004541342353718,60.01807037525151,83.02696337859669,88.14959333480772,-36.50702277159604,-124.6998581481505,148.2854736914086,137.67930598852448,185.82323394513276
18,263.0538420764332,62.15977441544027,8.054283273966234,-67.61611598103926,-46.4096225538282,-10.880928403681793,59.69877153506292,83.05384207643323,88.42601288386231,-36.656711993741624,-124.59397738519735,148.79136670663442,120.18104295324554,185.9904865604479
19,263.08936637501677,61.97722318481823,8.507720244187624,-67.60907766809117,-46.25746158325674,-11.102747251038409,59.87936520352966,83.0893663750168,87.40785592692845,-36.437596896221294,-124.4073697202783,148.54162297675504,121.16483161097548,186.29162553425337
20,263.15693015072395,62.12729809065837,8.021279694506575,-67.75766902238152,-46.63214670921752,-10.938198294647805,59.81417972986989,83.15693015072392,88.3614330566403,-36.77994569658719,-124.76459843728333,148.72632646079768,118.38797903170297,186.36990100281471
21,263.18996396116074,62.357800348045714,8.229625567755988,-67.75964511858697,-46.59402090570012,-10.88604328465911,59.649519521352005,83.18996396116071,88.50675449070576,-36.52696911552704,-124.72847799309409,149.00525753472556,145.44706382842458,186.10862336341185
22,263.2096446640192,62.425324557288604,8.092694301867141,-67.8385482317754,-46.61126895924258,-10.760361499414614,59.758142598860445,83.20964466401921,88.66980346156714,-37.00976800649832,-124.80774677518951,149.10565189370766,135.7334584602719,186.19874355742593
23,263.2587644585006,62.343516725018674,8.269643539657807,-67.9639560967116,-46.62150857814092,-11.012896856030352,59.6738231598286,83.2587644585006,87.5948009875429,-36.64720866969779,-124.71569735678366,149.1316944999491,146.31331733242976,186.18511732551877
24,263.26538589983693,62.099684012977605,8.28504434162943,-67.98989855980903,-46.419128228444976,-10.931434689857866,59.66492017986687,83.2653858998369,87.67847315592707,-36.45634564957706,-124.56105447925009,149.24311935437385,147.35266797053305,185.96416492779204
25,263.11151141554416,62.277216060052126,7.975663687924623,-67.90244525645542,-46.44810776775532,-10.790780959460562,59.46199182456206,83.11151141554416,88.29162502702582,-36.414873917503,-124.71697488230939,149.16221454780023,139.93876588326154,185.68667832001086
26,263.0709805303984,62.33791956031996,7.5202154605161695,-67.96495571642185,-46.18018100663829,-10.758725640564677,59.51394846193057,83.0709805303984,89.22474686365928,-36.21236744454288,-124.86021358762312,148.86161449814992,125.69562545600527,185.5613974809096
27,263.1530995714384,62.15926052507376,7.386728656729247,-68.13783180063575,-46.325237404165904,-10.810418709796465,59.42282345649022,83.15309957143842,89.40939682937778,-36.357353829284904,-124.7478923888282,149.2239698071733,127.81837231696358,185.355931686036
28,263.1908244812405,62.27705914139608,7.523396285454794,-68.15225236503639,-46.1842504610305,-10.912370842144327,59.56787047338048,83.1908244812405,87.62870710064641,-36.20903282617542,-124.81707827855084,148.959842864088,133.3529552720607,185.48142194459695
29,263.24627338208165,62.127549151914195,7.612057444204652,-68.20865491411442,-46.055961711151696,-11.13937349517849,59.43172052549298,83.24627338208168,87.30517575527,-36.385602448938414,-125.0847584768006,148.4967172533384,119.712754292699,185.4911995311099
30,263.1938953002593,61.93009860998302,7.854885283045519,-67.94743551780914,-46.18823894483626,-11.205674344972095,59.400583912863084,83.1938953002593,85.77955006678746,-36.45588633470976,-124.7392933763661,147.96967323450062,108.33487862613117,185.66330858507868
31,263.25406054130923,61.81098095082086,7.736197737922453,-68.12861139343701,-46.27260163846452,-11.155755135833232,59.18448355168289,83.25406054130923,86.65323030671397,-36.46254152278402,-124.80395612950201,147.96398932691312,111.33820642711808,185.73270026320756
32,263.1550959351214,62.19099301079882,7.95802556904431,-67.89381355143553,-46.46539622290058,-11.073989289916625,59.50061640013621,83.15509593512138,85.34044175695271,-36.2052293914665,-124.78235738450729,147.4865708930311,113.75395527082006,185.75951992693751
33,263.0090111273486,61.7880538545827,8.486491229339606,-67.71626927146195,-45.65714565653764,-10.761069122306452,59.74325924691951,83.00901112734854,86.58556356858304,-35.71972338127338,-124.5130873288702,148.277990273807,99.5162279671859,185.96006291959574
34,262.97493242413515,61.82313420372981,8.533940022483648,-67.70031875706258,-45.471322020174995,-10.810521716408118,59.79962306063902,82.97493242413515,86.74190803553148,-36.34873144852472,-124.50667077605087,148.78421085227018,47.03324615898566,186.25248131525206
35,262.97769279617154,62.14970122060873,8.019840427784345,-67.77252756343995,-45.54828865260379,-10.632181185439038,59.988831067018,82.97769279617154,86.37044017700845,-36.29241042879744,-124.56978087964274,148.69271157574235,113.09155512157497,186.29225039607633
36,262.9945925207276,62.138121829263525,8.021603501070729,-67.77680474915024,-45.66763188343339,-10.831117688122504,59.88847312807542,82.99459252072762,85.96151389055268,-35.92123648127114,-124.7419671997319,148.7415594422217,126.75069843558967,186.3531337403325
37,262.98336755477266,62.180471355149564,8.078166925831965,-67.68636906640006,-45.41192683777376,-10.826515022708804,59.703328446994135,82.98336755477266,85.33648597478424,-36.1245694898883,-124.39424796666492,148.130783317973,108.75217806198319,185.80505977343745
38,262.97914092363646,62.3229582171507,8.21714134702836,-67.88849112027128,-45.66732747074968,-10.898223669939824,59.714938687495504,82.97914092363644,85.19152035535825,-35.89575973916948,-124.3812246641975,147.84565664979448,122.19103708928037,185.55176450850766
39,262.864682908385,62.19153464233705,8.365375208531361,-67.7671617556168,-45.757029041870936,-10.713052163596615,59.843565649215975,82.86468290838502,86.55667638232524,-35.9248077399827,-124.36897720203845,148.40241926780118,122.79532393311925,185.97798791008813
40,262.963784363174,62.1901705689354,8.39288716282698,-67.92706208557956,-46.377636661257355,-10.852301418994074,60.02384943612108,82.96378436317403,89.7201633519893,-35.600048933512,-124.5316346026855,148.43081813221113,135.76057137694718,186.23368937812174
41,262.9225438745884,62.16376540815031,8.450909266677115,-67.89372586847236,-46.21477963517415,-10.719930442999754,60.08518141477427,82.92254387458846,89.41767907565122,-35.71381539651142,-124.54987594762125,148.83168245768655,129.53220103089595,186.18420252568941
42,263.0016224901731,62.176919511841334,8.457022740699585,-67.88013078584001,-45.84225221735693,-10.674630261737065,59.89640613677915,83.00162249017308,87.25020976727967,-36.33731834563983,-124.44482243981057,149.26714092506774,131.54543904007397,185.9914831949357
43,263.0616159606841,61.9451363507211,8.590036061323758,-68.08265663437805,-45.5469520652897,-10.69972865906584,59.69977779851297,83.0616159606841,86.6518987519803,-36.66336255897704,-124.65463636362412,149.5687889701076,130.4679882953289,185.38852641390838
44,263.0802786180649,62.405531168108496,8.551322081297712,-67.98887535035342,-45.0588781770783,-10.68383541655811,59.71197141802347,83.08027861806491,84.60948578894812,-36.867038120559045,-124.33537687089,150.05398618144625,124.76556237941688,185.5041252678109
