,RMSE(Direction_x),P(Direction_x),RMSE(Direction_y),P(Direction_y),R2(Direction)
c16,0.3470826672150942,3.0433110587035216e-22,0.16337446019890617,0.3250167761118993,0.8528424078735722
c17,0.09568771765974303,1.0207458809137508e-28,0.27851855399828257,0.0,0.913271275767775
c18,0.13492607796151967,0.00432914599575647,0.13371318401261711,3.250620918710695e-12,0.9639157379071299
c19,0.16420196243687735,3.2461289543641085e-14,0.12608635343333185,5.673645840740997e-21,0.9571399470097632
c20,0.11031550027547997,9.250716618101358e-18,0.11529530633646314,0.25957893882155625,0.9745374827357517
c21,0.10762784597758483,3.1150704225307834e-05,0.08145778650020545,7.23869922118645e-13,0.9817808757887122
mean,0.1599736285877165,0.0007267161166690414,0.14974094074663438,0.09743261915623834,0.9405812878471175
std,0.09486173089708454,0.0017648669940586923,0.06846176436244514,0.15235382409380488,0.04922004223794613
