,RMSE(Direction_x),P(Direction_x),RMSE(Direction_y),P(Direction_y),R2(Direction)
c16,0.2488067058197919,5.8644509385003956e-09,0.14091413005565884,0.07759760658735108,0.9182384310897603
c17,0.03998027645481026,0.033787165340101996,0.17813143746141719,4.1981023508004745e-44,0.9666707684825262
c18,0.16306915028612903,0.005249915731119583,0.11899032772674353,0.9284878565581539,0.9592497541324421
c19,0.19380814534681481,3.7373510918035227e-14,0.0938807646442384,0.001078925660479939,0.953624804827041
c20,0.12602805351819757,0.025793358673291578,0.1274074151809519,0.9377012520470686,0.9678842802833229
c21,0.11641727101586336,0.16811377889874857,0.07644024433075239,0.14721371561404395,0.9806039080558739
mean,0.14801826707360113,0.03882403741795834,0.12262738656662704,0.3486798927445162,0.9577119911451609
std,0.07160440109888062,0.06488888791709023,0.035807267149530725,0.4559828424259381,0.021377589985726832
