,RMSE(Direction_x),P(Direction_x),RMSE(Direction_y),P(Direction_y),R2(Direction)
c16,0.15426831406288355,0.08450447743353542,0.15800465724339216,0.06484447165419134,0.9512358155655937
c17,0.06539338492607015,3.517933318682778e-18,0.2043439105782488,1.1176999378831986e-213,0.9539672714174995
c18,0.19135823040894637,0.3796508768270618,0.12977404041400306,1.6523247966655856e-26,0.9465407260893813
c19,0.19131434278994605,0.00023492313031101087,0.10202921420138782,5.353826463374143e-08,0.9529888616922984
c20,0.13128810151027792,4.1121093202139025e-13,0.1508920794924158,0.2758967492773483,0.9599950147482814
c21,0.14196134142713263,0.08616383912126961,0.10570162531155272,1.2932569633663042e-18,0.9686741439467051
mean,0.1459306191875428,0.09175901941876484,0.14179092120683337,0.056790212411634046,0.9555669722432932
std,0.04671032429237081,0.14709299879647933,0.038174412487675446,0.11042921027642189,0.00775684529988437
