,RMSE(Vel),P(Vel),RMSE(Vel_x),P(Vel_x),RMSE(Vel_y),P(Vel_y),R2(Vel)
c16,18.458173986969136,1.487106873725244e-48,16.829665198527433,4.882263387003217e-71,20.12368697870797,9.421836346646703e-40,0.3939434712461791
c17,17.389467304074863,8.6714430551108e-06,17.510247815514393,1.3311854789782972e-49,27.254208394758166,2.5829245185640423e-12,0.7745951382090868
c18,26.061935691542136,0.32108237225641406,13.768236856793813,0.0007935726446186641,27.886220974145797,4.0322781338715777e-19,0.7280691957215817
c19,26.05359459708637,1.2849679283496698e-16,21.867761161517464,2.1940935022891134e-100,34.555430833435295,2.7868362727865296e-34,0.8964725552219384
c20,49.621286567852245,3.869465457222007e-17,19.90092029302169,3.647862467870571e-15,52.656100322388646,3.5880139215536806e-34,0.6170151134788162
c21,34.2354357865509,3.419530817450938e-10,17.80675708109244,0.037571099274283835,36.78430346302465,1.0835616301230074e-14,0.860832585545111
mean,28.63664898901261,0.05351517400690373,17.94726473441121,0.006394111986484358,33.20999182774342,4.3229342301551427e-13,0.7118213432371189
std,11.959123677733093,0.13108062156937253,2.7608365105234594,0.015276840312356222,11.20537649857231,1.0535986766967065e-12,0.1846832559652584
