,RMSE(Direction_x),P(Direction_x),RMSE(Direction_y),P(Direction_y),R2(Direction)
c16,0.2667919005192552,4.571725356926568e-07,0.20706129852932206,0.1938318271207316,0.8859477004686748
c17,0.10022312295033531,8.588168738228785e-37,0.21342431354009717,3.175032312183436e-132,0.9444053880160203
c18,0.23631128331089588,0.23931748516838555,0.15768251672378253,5.426699771366234e-20,0.9192932012996116
c19,0.27620926892317843,0.15211169633822688,0.1415597839136382,2.9819482252691475e-05,0.9036692673392474
c20,0.13198832881935932,2.65570804904448e-33,0.1700575801735667,0.13480634696066404,0.9536595004809836
c21,0.20162462403624404,0.6087232820185079,0.11780519163494461,3.553871504963672e-07,0.9454694478060972
mean,0.2021914214265447,0.16669215344960933,0.16793178075255855,0.054778058158466474,0.9254074175684391
std,0.07230817102800746,0.2384270189436582,0.03719788513078496,0.08687889886674892,0.02693914704233785
