,RMSE(Direction_x),P(Direction_x),RMSE(Direction_y),P(Direction_y),R2(Direction)
c16,0.22527561708004729,1.0268554691354705e-12,0.13238709923719097,0.08853428662462749,0.931724552304766
c17,0.06507589295182288,9.804918056602466e-30,0.15755652830780664,3.9918327674586314e-95,0.9709410685441142
c18,0.167108562468146,5.416657313824156e-06,0.11400604829638569,0.021592038476342067,0.9590773493016719
c19,0.18814384010472404,4.965251949457417e-18,0.09820721030461928,0.829112603505529,0.9549572392748323
c20,0.11391035467480343,1.4897809523462536e-64,0.11998065630933608,4.386873438401755e-07,0.9726290732094415
c21,0.12050026599180008,0.5494396276081706,0.08855867014295171,1.0136325996780776e-05,0.9776370478384173
mean,0.14666908887855729,0.09157417404441853,0.11844936876638174,0.15654158393663986,0.9611610550788737
std,0.05784860400257329,0.22430734642629988,0.024693792903486906,0.3312704757203688,0.016780699011080064
