,RMSE(Vel),P(Vel),RMSE(Vel_x),P(Vel_x),RMSE(Vel_y),P(Vel_y),R2(Vel)
c16,27.977848320837214,3.506495980753937e-291,20.02203623002062,4.948487252052714e-102,23.62577702312419,1.7859928206509045e-44,-0.021739284148228455
c17,23.376142794271715,1.293298183531797e-135,23.856529875153047,2.102835261253568e-277,29.03423296457271,3.9932131556188803e-29,0.6745182607890372
c18,31.375146941286523,4.430469989099604e-28,13.898771521954925,1.1230175870319044e-32,34.66861007459773,9.153431338967893e-49,0.6084258205084035
c19,35.90332623897386,7.284155351922468e-61,23.899555209935702,1.7525482887130135e-101,42.767464269584316,6.294590225402802e-95,0.8372720369028391
c20,58.10139991327454,1.7657512405213176e-24,25.19348366419284,1.3286712695801674e-14,59.76269448695527,2.1208069382587998e-41,0.48629628620612697
c21,42.17598303704179,3.0522149695257667e-33,18.189109452252623,3.669659719785282e-21,45.891245564917085,4.6035638107904166e-49,0.7934353886959715
mean,36.484974540947604,2.9436571509540705e-25,20.843247658918294,2.2144527275768988e-15,39.29167073062521,6.655355259368338e-30,0.5630347514923583
std,12.412241882214431,7.208287722270016e-25,4.319491301312181,5.424277444319275e-15,13.01311866817165,1.6302224442390424e-29,0.31325035646860067
