,RMSE(Direction_x),P(Direction_x),RMSE(Direction_y),P(Direction_y),R2(Direction)
c16,0.23438473670878632,4.446957807518507e-10,0.13276705477496814,0.004374561045257858,0.9274367043643336
c17,0.05412841605807709,0.00027557732400755694,0.2181888215830174,7.362814134310439e-142,0.9494637527112579
c18,0.153773465704877,3.517783039018044e-11,0.09155934436514261,0.002410336426528583,0.9679706077045362
c19,0.19279818019856965,4.740235022672175e-28,0.0977100879005207,0.00104760452167479,0.9532816004345924
c20,0.12547946220762698,1.0448638798833258e-24,0.12316359000141028,1.9923064533515903e-10,0.9690856346620492
c21,0.12596739121235853,0.0016238139717965779,0.09234815024505032,0.22235423439295277,0.9756040354974702
mean,0.1477552753483826,0.00031656529594629095,0.1259561748116849,0.03836445609760744,0.95714038922904
std,0.06213961376590142,0.0006498358495687608,0.048314657055752656,0.0901514953661294,0.01764663507831232
