,RMSE(Vel),P(Vel),RMSE(Vel_x),P(Vel_x),RMSE(Vel_y),P(Vel_y),R2(Vel)
c16,17.226173767071764,4.809638034410256e-37,14.026949990516542,1.2964187660384369e-33,18.64424567860785,1.5351902211539502e-14,0.5031966161908501
c17,16.448796579125005,9.662020791254859e-58,17.251057109157458,5.0440725447892284e-99,23.338484038812428,1.5148236362848733e-27,0.8139476838591119
c18,24.52410313243459,5.955137481965947e-79,13.215485373477588,1.4994315956867587e-07,30.26660314365568,2.138397098563457e-132,0.7200265104166461
c19,28.88268527326903,1.834463223189002e-96,27.662916625769167,1.4905007351267888e-283,66.87943690727451,2.0653333938529573e-285,0.7327553579184928
c20,40.56627367214399,3.649009131443277e-32,18.993046955096855,1.1907446320145393e-39,47.90540267372025,1.0916574848590862e-22,0.706712754696953
c21,31.268064744221455,2.8657399059500516e-42,17.303580891759147,2.2182883171656057e-24,35.65935826368659,1.2683631682000538e-49,0.8750932882517737
mean,26.486016194710974,6.081762046850325e-33,18.075506157629462,2.4990526594779312e-08,37.11558845095956,2.558650386784461e-15,0.7252887018889712
std,9.134606985447615,1.4896978128465608e-32,5.177770070404508,6.121403856066215e-08,17.789519846173892,6.2673878243159305e-15,0.12653476291872434
