,RMSE(Direction_x),P(Direction_x),RMSE(Direction_y),P(Direction_y),R2(Direction)
c16,0.2824447692036485,2.680260023961418e-11,0.17891656401959555,0.2851953358400043,0.8882138154689196
c17,0.0996962342032335,0.39111724098038303,0.1960171786091336,8.228897781531149e-23,0.951637926575809
c18,0.2117970352760009,0.0012676969245412676,0.12625868963840248,0.8085205719208768,0.93920075913909
c19,0.24573716474739027,3.681835492778655e-10,0.12258572232081406,0.9793484394990538,0.9245859865449982
c20,0.16943309899530662,0.013693104498969159,0.16902726191258968,0.06302588885868513,0.9427222096951795
c21,0.14927078498975474,1.9260951818922245e-07,0.11509977381557675,0.003148399813493934,0.9644702748161454
mean,0.1930631812358891,0.06767970590139963,0.15131753171935203,0.3565397726553523,0.9351384953733569
std,0.0667953825465178,0.15854245413330564,0.034171883134608415,0.4325329534105853,0.026532547001027754
