,RMSE(Direction_x),P(Direction_x),RMSE(Direction_y),P(Direction_y),R2(Direction)
c16,0.25546284263368635,0.004904729619209525,0.23577481641905168,0.002388267661406525,0.8791489719760789
c17,0.11296684942604561,0.004958102131121314,0.22206290831061637,3.310624635903977e-60,0.9379265556833839
c18,0.2616289726154692,1.4928179425519432e-13,0.18538625019200708,0.03483273141823383,0.8971822189279206
c19,0.28026355327971053,0.019696289764321993,0.14941414319163818,0.04299189263039197,0.8991277545173395
c20,0.14486434650037563,7.329908284284289e-05,0.183445480173534,9.36320757734368e-07,0.9453620769169206
c21,0.22797399752162695,1.113968283101887e-05,0.2048923367666279,0.6938119603449175,0.90604698678832
mean,0.21386009366281908,0.004940593380079328,0.19682932250891252,0.12900429806261793,0.9107990941349939
std,0.06864566426028491,0.007617502202489911,0.030908794595177074,0.2773408403532311,0.02559863732555831
