,RMSE(Direction_x),P(Direction_x),RMSE(Direction_y),P(Direction_y),R2(Direction)
c16,0.29539790755932643,1.3412323855167532e-11,0.15454405515116354,0.685496601651281,0.8888562112270058
c17,0.04955288159715625,0.21337818039541925,0.19555042353866894,2.1200843543419458e-113,0.9593045437792654
c18,0.1816744563667803,1.4826125256884793e-10,0.11689926147380744,3.2612451226328294e-05,0.9533289545707132
c19,0.2154174930070294,6.885484353387854e-08,0.11428293876748308,0.021450652831280136,0.9405347136132342
c20,0.14877181078070273,1.8771053096788182e-08,0.16727263028413286,3.0291888639064327e-18,0.9498868154748585
c21,0.1396388223026049,0.3449590528027765,0.10047068151590118,0.5661888612098291,0.9704066414616719
mean,0.17174222860226665,0.09305622016429432,0.14150333178852617,0.2121947880239361,0.9437196466877915
std,0.08220147215226405,0.15004681623537383,0.0368380069984577,0.32273077963431357,0.02865518391320886
