,RMSE(Vel),P(Vel),RMSE(Vel_x),P(Vel_x),RMSE(Vel_y),P(Vel_y),R2(Vel)
c16,18.793910969640095,1.0941172515409463e-31,14.658013154340935,3.503664319077812e-79,17.84286423884539,1.7928409140179267e-12,0.47714170921968724
c17,16.12237907628896,6.60624677490645e-32,16.4208804013205,7.927432934859295e-31,23.93340127546964,1.6970168858639884e-26,0.8159469247582024
c18,23.233358877696585,8.102520082495281e-19,11.210191934959978,0.5229904037446029,26.24452081220478,1.2802537377819064e-37,0.7760695164751142
c19,30.329142061605232,2.1022107166060217e-86,23.102752804538493,0.0001170185500904178,35.5147505804025,1.264852973720872e-96,0.8804924981774941
c20,41.113441471450585,2.2210753304974105e-24,19.359981581311303,6.805010829005823e-23,43.8720145920017,8.864856045983e-38,0.7283024118780128
c21,32.546674227468635,2.946031612637056e-22,17.205367022991563,1.2981796890835416e-24,34.51855914110857,1.6106692798368668e-21,0.8752534514473748
mean,27.023151114025016,1.3509147208104963e-19,16.992864483243796,0.08718457038244888,30.32101844000543,2.988068192714355e-13,0.7588677519926477
std,9.390260014014181,3.307597825293151e-19,4.054556308717009,0.2135003888641193,9.395185111673884,7.319242380899763e-13,0.14979716003972832
