,RMSE(Direction_x),P(Direction_x),RMSE(Direction_y),P(Direction_y),R2(Direction)
c16,0.22875237826735412,2.0530184362611417e-16,0.12002749374288513,0.03427655956103366,0.933265750182831
c17,0.07535035257659746,5.1768759103132645e-31,0.2173408750078357,0.0,0.9470852684174108
c18,0.13603780969467613,0.6039158395569226,0.11896498543098137,1.7941484835303968e-18,0.9673410465748815
c19,0.17554293241887192,4.936808870220868e-09,0.09082535950114497,9.338187458088991e-17,0.9609354329492712
c20,0.1132645784479451,3.381369182094374e-23,0.11988910041791961,0.6353471621030322,0.9727977388699913
c21,0.11198389081748883,0.08906470496032601,0.08467901537328691,3.647566710281085e-18,0.9802890725527874
mean,0.14015532370382225,0.11549675824234296,0.1252878049123423,0.11160395361067765,0.9602857182578622
std,0.05447036064430733,0.24191314803063985,0.04776462409684465,0.2569467821003065,0.017385138368467442
