,RMSE(Direction_x),P(Direction_x),RMSE(Direction_y),P(Direction_y),R2(Direction)
c16,0.30213501303573875,4.2642073308937626e-12,0.22760600435218634,1.1686786770913216e-07,0.8569099406807265
c17,0.1023186430008119,0.07573498656023868,0.19620243289320002,9.326879745183965e-128,0.9510355006212617
c18,0.2336332832664064,0.09858140053041387,0.1449271079263711,1.4253049934552739e-27,0.9244116223382571
c19,0.274427493118658,2.1728991377396284e-12,0.15711515086642638,9.547510790257408e-12,0.900004380388829
c20,0.12410606710997331,5.08110782297553e-08,0.15885180927872558,0.11071633453424558,0.9593637867953702
c21,0.17989573916572743,0.056027641016011376,0.12395322225310744,5.219049200800557e-25,0.9522731217230883
mean,0.20275270644955265,0.03839067982069654,0.16810928792833613,0.018452741901943466,0.9239997254245887
std,0.08094746921880074,0.04415905681752639,0.03747753360476,0.04519974475705409,0.03964320969549229
