,RMSE(Direction_x),P(Direction_x),RMSE(Direction_y),P(Direction_y),R2(Direction)
c16,0.3069642868432491,5.0310574307771476e-05,0.2200869909236474,0.01206678949320379,0.8573346430289899
c17,0.11550758848666497,9.81640043155246e-14,0.2612284526461268,1.068953037345809e-214,0.9184176925301055
c18,0.26528264742352137,2.6748145949682614e-28,0.17074807797414046,0.023236538935209,0.9004702108441045
c19,0.2993520776172402,4.416877466022468e-09,0.16891029575309405,0.0013975475822355318,0.8818576456148441
c20,0.14231084703805377,3.4395678328982155e-34,0.2099434614080549,3.8304536774472953e-28,0.9356713658273162
c21,0.2048654377622385,5.598868596958494e-06,0.13804900050676974,0.3613069965768193,0.9389726258695683
mean,0.22238048086182802,9.318976646726666e-06,0.19482771320197223,0.06633464543124461,0.9054540306191549
std,0.08131344410016673,2.0206144025019656e-05,0.04416093008266496,0.1447953949254143,0.031942897212554874
