,RMSE(Vel),P(Vel),RMSE(Vel_x),P(Vel_x),RMSE(Vel_y),P(Vel_y),R2(Vel)
c16,15.70104629367939,9.40264853717215e-23,14.521086066535197,4.65238173248939e-22,18.080068575364013,3.8095390391892906e-05,0.5367639634994503
c17,14.464756916883598,8.280764530870178e-09,15.153733049075642,3.0663361025577254e-57,25.322093802199184,1.9697069597054316e-34,0.8194269461647653
c18,28.427746891256692,1.6623628692337295e-35,13.63735343632793,4.789809094970358e-13,32.32612900938037,5.7558349302405685e-105,0.6626229221123023
c19,30.75692349707204,5.5516653798938764e-42,24.94172320124258,1.3148498503573094e-164,56.665840558009556,1.5031202739289635e-167,0.7896700641798137
c20,36.625011632697124,3.601074175373392e-23,16.32496044050052,5.176477530012216e-17,42.92987216789802,1.182830804126048e-30,0.7646991901980165
c21,28.774427980439796,1.5887593061564632e-11,16.38719613485499,3.8221788042855265e-13,33.62541972986696,1.1024536165747878e-28,0.890850314513348
mean,25.791652202004773,1.3827753539886455e-09,16.827675388089478,1.4354175919435446e-13,34.824903973786355,6.349231731982151e-06,0.7440055667779494
std,8.808864019163222,3.379316722467438e-09,4.113030698006933,2.244494609776707e-13,13.572712129528517,1.5552378002043752e-05,0.12596622861824278
