,RMSE(Direction_x),P(Direction_x),RMSE(Direction_y),P(Direction_y),R2(Direction)
c16,0.16314417828636413,0.09344377140864789,0.1524998664029594,0.0572684322024676,0.9501277678383466
c17,0.08508271058498439,2.0839659973374671e-16,0.23339054482286556,3.007230150748915e-132,0.9382897859467978
c18,0.19239912292008485,0.036416446192654404,0.13424540239991062,4.998424963701843e-08,0.9449607494340682
c19,0.21251015180353816,1.89647881408007e-12,0.09894454435908172,0.005776155714837623,0.9450494125220109
c20,0.13849156052958608,6.452441210827675e-29,0.1331293795096601,0.5705193646648046,0.9630966559734528
c21,0.1351292922117963,0.6635118664095232,0.09617570791187577,0.00010092615120124966,0.9724903075939886
mean,0.15445950272272566,0.13222868066878704,0.1413975742343922,0.10561082145292679,0.9523357798847775
std,0.045445544848032815,0.2628304962846491,0.05010541103379862,0.22885957235720844,0.01289689053822051
