,RMSE(Vel),P(Vel),RMSE(Vel_x),P(Vel_x),RMSE(Vel_y),P(Vel_y),R2(Vel)
c16,27.86101989839586,4.3107086386103487e-132,18.647896224268475,5.273234480250276e-125,24.302498408856973,2.6356983195690395e-42,-0.005767889576994145
c17,23.142648638094073,1.5495737549742197e-60,25.275162326881283,0.0,27.938181956370318,7.6133849220164e-08,0.675117640198901
c18,29.70337081150985,2.9205761230535654e-66,12.778294040087472,2.4918252889375694e-05,32.23835143302299,2.949361232366843e-107,0.6569061990735848
c19,43.542076672292545,4.573992605089007e-252,24.71634870250502,8.501243442208627e-121,56.758565261914335,0.0,0.7473332209748029
c20,60.067075383413,1.003590578483279e-59,26.06199047193103,1.2186821327924545e-21,62.75765688012737,1.3349103087339173e-112,0.44268126786790496
c21,44.11705969953586,1.8541525222320578e-20,18.010932367936178,2.1234444652828428e-46,46.68206233320371,4.8096298229478916e-17,0.7819568143465061
mean,38.07220851720686,3.090254203720096e-21,20.915104022268242,4.153042148229282e-06,41.77955271224928,1.2688974878043385e-08,0.549704542147451
std,13.7654017569405,7.569545974604973e-21,5.286437941518455,1.017283414343384e-05,15.97843399961994,3.108151378663842e-08,0.2967229201428912
