,RMSE(Vel),P(Vel),RMSE(Vel_x),P(Vel_x),RMSE(Vel_y),P(Vel_y),R2(Vel)
c16,20.729821195918664,3.155797443403523e-70,15.216293433520505,2.56975138724947e-41,20.113324816286415,1.4335363471184543e-07,0.3713411626913369
c17,16.457775555671866,1.1927228377152193e-51,21.116082470048365,2.1692262712584417e-274,26.680312304727337,1.140435213409917e-104,0.7614844840082142
c18,26.08186124529059,3.624996141536673e-36,12.804633692411187,9.080920483592156e-05,29.407184801975554,1.6123800212990004e-51,0.7174057553112707
c19,27.994920473605674,1.4441329592515852e-64,22.51574974497668,2.0977391968924705e-52,41.33320002924421,5.51072932520745e-124,0.8679815028832227
c20,43.543567378382676,2.0453599435737894e-15,20.149721909346386,1.3583914499242923e-27,48.854981194551236,2.4156298993878308e-11,0.6807038163265677
c21,31.25304315344487,1.5762355481067573e-06,15.839302384758932,0.39963458260170837,35.288124669627706,4.1230462280717135e-11,0.8788757656997604
mean,27.676831500385727,2.6270592502535285e-07,17.940297272510346,0.06662089863442404,33.61285463606874,2.390317024552e-08,0.7129654144867287
std,9.394848337042008,6.434954677159508e-07,3.849970156136378,0.1631427246605892,10.418423988151932,5.851853993711247e-08,0.18529867196818167
