,RMSE(Vel),P(Vel),RMSE(Vel_x),P(Vel_x),RMSE(Vel_y),P(Vel_y),R2(Vel)
c16,24.519129762818988,0.0004340615711927834,20.79884419930694,3.1433695117045618e-55,21.87340414216286,2.9925403623773244e-14,0.11293888102790517
c17,24.10803825535225,8.498342912725915e-19,21.695270116749764,7.220649285128284e-104,29.35501821881047,1.6938898808005229e-15,0.6819907827761749
c18,35.424173097573245,5.546174460893064e-12,13.858125037803651,6.4387273551714e-12,36.86586231160707,1.7162301528513487e-17,0.5382361505034979
c19,47.35073332043954,9.968436650637815e-275,30.150642088347173,5.134115877088925e-249,71.82018645081133,0.0,0.6334923770540897
c20,59.99411764495101,1.1719585458771867e-48,25.56098634887025,7.292733044850922e-22,61.364615267352804,8.912774959271484e-54,0.45674195624073155
c21,45.01057662254676,2.0989999246156705e-15,21.626949888630843,0.00037002023063181273,53.95637395902788,3.0357699070304414e-41,0.7351603331475709
mean,39.4011281172803,7.234359612350963e-05,22.281802946618104,6.167003951175668e-05,45.87257672496207,5.27274263435038e-15,0.5264267467916617
std,14.070550784401135,0.0001772048939424975,5.414832272005429,0.00015106012606676202,19.53735096983343,1.2096184937326611e-14,0.22592059478157547
