,RMSE(Direction_x),P(Direction_x),RMSE(Direction_y),P(Direction_y),R2(Direction)
c16,0.2759184791698331,7.129677849116883e-06,0.17720991601530314,0.8054913787998471,0.8924656385184556
c17,0.05271175799858623,0.025140411491480455,0.20967210612458811,3.882551780921479e-163,0.9532590784819779
c18,0.1858412230750549,0.011500997347713888,0.11000727020955951,6.921562203939954e-05,0.9533614403070086
c19,0.23980212205974602,0.3798765097721747,0.13100497291571472,0.02805629447470332,0.9253326393269955
c20,0.14546604640787064,6.60448964955953e-23,0.1481559370729553,0.00022887935499862295,0.9568894476524977
c21,0.1709917310627693,1.2815659522562922e-05,0.12930919533524027,0.008945654289316625,0.9540409599099102
mean,0.1784552266289767,0.06942297732479012,0.1508932329455602,0.14046523709015085,0.939224867366141
std,0.07781065453942329,0.15241599485479582,0.0365734659120839,0.3259756745228091,0.02572071248405402
