,RMSE(Vel),P(Vel),RMSE(Vel_x),P(Vel_x),RMSE(Vel_y),P(Vel_y),R2(Vel)
c16,19.57889540240329,5.954393078605215e-49,13.998218767997095,5.1243549365045726e-36,19.985405501877896,0.42276914553522726,0.42272074302624996
c17,20.489506903500033,1.5784265884091692e-45,19.408429544939118,4.772665662489734e-74,23.818645167542762,0.013433516930412863,0.77229533567014
c18,26.240257719601907,7.953609086185876e-16,14.258355025158751,7.001853604361473e-14,30.14420572077985,1.66298807894666e-28,0.7022723201011083
c19,28.636568471061604,2.6825814185229756e-18,24.151952495876927,3.586954985484485e-206,46.8058874536847,4.06030604249134e-71,0.8417877144148997
c20,45.39767398231138,6.485801401213294e-11,20.95319287417502,8.564041573823912e-14,50.7824524734293,3.66621377122768e-16,0.6541474679410981
c21,30.250615732260037,9.874318027096545e-37,16.280595106995698,0.26731135958114177,34.708133881058565,1.3417076547785813e-45,0.8831897991733969
mean,28.432253035189706,1.0809802009270497e-11,18.175123969190434,0.04455189326354957,34.37412169972884,0.07270044374427341,0.7127355633878154
std,9.353584302913134,2.647810818526455e-11,4.033312394343001,0.10912940557055939,12.330767295756326,0.17158209852430426,0.16547332780468754
