ThetaCamBody,Direction_x,Direction_y
186.760936403762,-0.9930460037663329,-0.11772694850252602
188.04159369095615,-0.9901667755404195,-0.13989194621524323
189.22195481966747,-0.9870749287085134,-0.16025943065880113
190.83950387080355,-0.9821578229782106,-0.1880585301513915
190.964661852832,-0.9817446814293526,-0.1902035238505823
191.2254337809304,-0.9808688374497418,-0.19466978121935588
189.2409044465853,-0.9870218715806395,-0.16058588051709788
187.99394981990375,-0.9902827592825421,-0.1390685322700824
188.02151559548807,-0.9902157369200977,-0.13954495460527402
187.2091911719244,-0.9920945830667502,-0.1254923832334496
186.9719030514687,-0.9926057951047873,-0.12138259975957429
186.00115327018048,-0.9945197911800792,-0.10454848134301935
183.52282996826932,-0.9981103939001937,-0.06144624958775043
185.3377834109937,-0.9956635683697335,-0.09302719291287424
185.4044226645504,-0.9955546974109821,-0.09418516052398014
186.4728591114835,-0.9936253683218005,-0.11273254821641457
186.9904362558471,-0.9925664801016376,-0.12170366707147919
186.86870731453564,-0.9928228078439392,-0.11959461620355907
185.94240152429856,-0.9946264735135416,-0.10352863461871889
185.22494474789937,-0.9958448457110877,-0.0910661477754494
184.75132909553844,-0.9965635813199242,-0.08283132491278258
184.30246685018056,-0.9971819044174478,-0.07502166022151138
183.48838023609372,-0.9981471587309994,-0.060846113411073
182.3614382195209,-0.9991507873833771,-0.04120320462266741
181.9704190226563,-0.9994087119265337,-0.0343835211307224
179.21489344857915,-0.9999061195534028,0.013702265493568018
174.53723471108688,-0.9954582752872377,0.09519885588681229
171.63637270663122,-0.9893648705557787,0.14545498585523742
170.5266066767203,-0.9863621390269035,0.16458958258125433
172.2303089815523,-0.9908194942336964,0.13519145626289394
171.11740162366547,-0.9880068081645429,0.15441032031736757
171.08919224142187,-0.987930665022406,0.15489674337566492
170.81101804219372,-0.9871669921511935,0.15969135733396891
172.33227225745858,-0.9910585111887686,0.13342798582119605
173.9262169437039,-0.9943864635005013,0.10580907903845602
175.38176451170136,-0.9967533031157128,0.08051616438899802
175.90033039440738,-0.9974411952022453,0.07149169261890731
176.42842647509758,-0.9980577582057485,0.06229535524672517
176.502293381764,-0.9981372412160027,0.06100858708171666
175.3547375354494,-0.9967152119657464,0.08098633363770176
174.53621123683587,-0.9954565745916858,0.0952166377383044
174.45719495189743,-0.9953243152777504,0.09658937527946491
173.73607617970853,-0.9940298524217536,0.10910844373551874
172.85544473422587,-0.9922355208860539,0.12437311241575211
173.39604540382078,-0.9933648301889265,0.11500571352643817
174.42495352248892,-0.9952698050083114,0.09714944795889391
174.1859494962927,-0.9948558971263918,0.10130026630193097
173.3072851519709,-0.9931854761813061,0.11654445461930911
172.1513012998708,-0.9906321308059463,0.13655761207223377
171.18515464519734,-0.9881887095965141,0.15324188143577602
170.75791362647232,-0.9870185587221211,0.16060624128005366
170.62039272173678,-0.9866302301156632,0.16297481100438027
171.41499159060675,-0.9887954735142208,0.14927662763402658
171.91059725945047,-0.9900497014613828,0.14071811765450395
172.33871887776354,-0.9910735175320109,0.133316476276291
171.79026369512954,-0.9897519796003211,0.14279712489138366
171.55725839918478,-0.9891630824532933,0.14682096686610954
172.16916752140887,-0.990674664637655,0.13624870217756122
172.24762636159926,-0.9908603099585006,0.1348919795575114
176.01242198957732,-0.997579150340462,0.06954019561377424
175.03681299292958,-0.9962504907213434,0.08651566180456843
175.0308508345945,-0.9962414825688501,0.08661933045815681
175.04459456814533,-0.9962622315806318,0.08638035613482714
176.26082149458097,-0.9978712581761275,0.06521466174099293
175.8107751357508,-0.9973282328805393,0.07305063928112272
175.02692735745762,-0.9962355487497185,0.08668755047495062
175.50568029122385,-0.9969251072517452,0.07836026117297186
175.29990946337375,-0.9966372573406564,0.08194008347868617
174.62909945542168,-0.9956096320549261,0.09360267389051702
175.13596323399423,-0.9963987141428617,0.08479152348231342
174.89987795253148,-0.9960408760520861,0.08889641856336333
173.8928626871057,-0.9943246991444789,0.10638793480109278
