,ThC_LF,ThC_LM,ThC_LH,ThC_RF,ThC_RM,ThC_RH,FTi_LF,FTi_LM,FTi_LH,FTi_RF,FTi_RM,FTi_RH
2644,131.31875408547452,84.53918061262998,18.032445401499217,123.7787698434564,63.48443767189637,41.79806074209199,143.49517930447783,76.9781778678047,109.08428707839356,113.32276714150858,139.44576354612434,67.26701406193996
2645,129.44651061046665,81.7606604854403,11.302100605990972,119.25588583147504,77.69807278528195,41.46314059658107,142.43985480701843,81.27601274367456,123.3726645998564,71.14053674402555,141.1465459898714,77.1062045678509
2646,138.44284975576036,74.5508142750656,8.803456168721738,104.9093621617825,85.49679672067548,41.94058836939189,146.35690162465045,95.91364427386908,133.1042988559727,45.885770866907016,160.42497243874897,87.23698211213582
2647,145.03535529611204,70.36065914048743,6.58767881572598,104.02925624149104,105.66055751159227,42.57286046782565,147.80310610791582,99.2445681151068,137.6024549471728,30.913679017630965,158.40634948744918,90.9373438611466
2648,156.3538897119313,68.7470504315545,6.098766569924607,113.05301345154064,109.04573200673865,40.560394271556646,169.69933762612402,105.47398289489692,137.91728760889583,38.22177347816149,179.80136536437024,90.24261067640134
2649,160.87018516826774,64.21598112556948,10.150413719716198,101.2713472629624,108.4862823712792,38.57229075874142,170.1382822432085,105.8451897035072,131.2880065185876,53.40493157311129,163.15339677375195,92.82895462522728
2650,169.84254452924478,60.648727815352544,14.23968201460076,101.7712617564434,101.88342737886651,28.67073470777285,171.24537502618745,115.71055530692276,117.0333027547358,32.72586597092853,171.4512014690368,102.44615441902349
2651,170.73555794293074,53.49536457532795,18.049739364109115,100.90616379526256,98.1077092396964,25.689584134944653,168.56498158074493,130.06688695310487,96.9774114030295,17.931355931188076,168.61566953107655,107.80370882807478
2652,166.66870657056913,49.43623896615628,24.286348083407237,98.00060688607536,97.70408065588067,24.264104283542025,179.22163273350455,141.79527087806835,79.4897417021783,10.33624740688882,175.98314474623365,111.05842663675986
2653,164.0184817835388,50.14159713044323,27.12827134964607,98.47326783366958,101.95891831087188,27.61604025532677,176.1492787016459,137.31069006649062,60.72135230931421,7.141286855048229,137.1481193964444,116.211450633025
2654,158.6365961644125,45.64254530055327,31.789414717623004,94.73406769519158,93.59481181145212,25.063983491016387,177.22628372346043,140.80574045141174,54.05940946655444,16.041670858725013,8.884467311417206,119.90486866762254
