ThetaCamBody,Direction_x,Direction_y
245.1674052604508,-0.41996843601104783,-0.9075387114357351
245.9990247788325,-0.40675219230996024,-0.9135385345189556
246.01914152279696,-0.4064314207446503,-0.913681290293002
247.57643319913765,-0.38145062677864144,-0.9243892142004804
248.4205211769551,-0.3677915183776029,-0.9299082745139423
249.02688444334825,-0.35792985358527063,-0.9337484778635127
248.6310589342228,-0.36437202339734553,-0.9312534717064546
250.7118079181556,-0.33031988054227557,-0.9438690462763024
251.25546728824904,-0.32134910570157543,-0.9469607976388451
251.56417399275549,-0.3162422900882401,-0.9486784565698461
251.08865592933984,-0.3241047285972463,-0.9460212074266122
250.78852908286476,-0.3290557092747729,-0.9443105104750641
249.19145688425095,-0.35524634610838063,-0.9347727176039342
245.3241480292608,-0.4174841344639937,-0.9086842121831159
242.31174083411344,-0.46466060445827423,-0.8854888608359064
242.29453729303896,-0.4649264590078563,-0.8853493026565369
241.0843080187841,-0.48352213449609044,-0.8753321343652046
241.28509831283716,-0.4804516124473708,-0.8770212358299664
242.00735030004017,-0.46935828828106496,-0.8830078126618522
240.5245338374923,-0.4920508319328849,-0.8705664700608196
239.731841434805,-0.5040477243200457,-0.8636758023748166
239.00838899488195,-0.5149125667410519,-0.8572427011133672
238.50403988159812,-0.5224384444112289,-0.8526770032088208
238.28475674163928,-0.5256979865548677,-0.8506712801853359
237.49683117783496,-0.5373462524530062,-0.8433617284266047
238.204109047492,-0.5268948428905944,-0.8499304821779813
238.3739031035312,-0.5243737934349726,-0.851488182395162
237.84607873358223,-0.532195573597129,-0.846621445182924
237.11849205412835,-0.5429034366797532,-0.8397951288506699
236.190797730672,-0.5564290726559642,-0.8308951119745642
238.76247204535264,-0.5185871501463377,-0.8550247760755824
238.57699628555747,-0.5213522824245888,-0.8533415480396298
238.93214059685155,-0.5160529166898746,-0.8565567040049791
239.54948030944928,-0.506794075748965,-0.8620671463324375
242.0996262738841,-0.4679355788339641,-0.8837625778801245
242.50957374516724,-0.4616003931559661,-0.8870879759292521
242.83847009855384,-0.4565006433378093,-0.8897230819935865
243.3175153566116,-0.44904587341764035,-0.8935087036882117
242.98292783086805,-0.4542559688417473,-0.8908712111027304
243.410393147888,-0.44759688567802397,-0.8942354432314422
243.63925403469705,-0.444021411871829,-0.8960161749652444
243.8001409625849,-0.4415036453004303,-0.8972594558913447
244.73656626033332,-0.42678078943060727,-0.9043551060136652
245.24038848451352,-0.41881207501669826,-0.9080729297915491
245.6683457702773,-0.41201781922958575,-0.9111757879999317
248.03061843610536,-0.3741110598320283,-0.9273839091289845
247.01170308967784,-0.39054310036790474,-0.9205846439926232
242.0070879233902,-0.46936233186598114,-0.8830056633030893
239.54014690809151,-0.5069344985417529,-0.8619845788575463
238.15928907247627,-0.5275595449465622,-0.8495180554501336
239.2104463282668,-0.5118862483676223,-0.8590532397541615
237.5157173425174,-0.5370682295178881,-0.8435388057715668
235.91168766144028,-0.5604700683843755,-0.8281746811181887
234.29724711995885,-0.5835802287141042,-0.8120554886545586
234.2301728477666,-0.5845304750860042,-0.8113717543122451
235.58356161371967,-0.5652037085030354,-0.8249513730483851
235.09283199052345,-0.5722484743685745,-0.82008029093671
234.61318063850015,-0.5790936405028765,-0.8152610352084326
232.9371712951624,-0.6026904191027156,-0.7979750990612383
232.47437843448688,-0.6091161404140988,-0.7930810346282604
231.5575617489627,-0.6217280815588806,-0.7832331661779358
231.6335535649137,-0.620688727086613,-0.7840570795979078
231.91829147231024,-0.6167846175153447,-0.7871319683486689
232.76236305716375,-0.6051222157828112,-0.7961325919506755
232.6278481063362,-0.6069896498038988,-0.7947097363383314
232.79874015794752,-0.604616629128189,-0.7965166236693783
232.9110847883828,-0.6030536710418984,-0.7977006141673013
233.14040903835337,-0.5998560818337639,-0.8001079184004147
230.9503160676366,-0.6299940550834797,-0.7765999552919595
233.29298186827884,-0.5977233515944718,-0.8017024354201947
235.20041081478251,-0.5707076799719832,-0.8211533011691522
234.6873737505821,-0.5780374622851485,-0.816010227996528
235.05656722436964,-0.572767420977203,-0.8197179279893319
235.5362792471892,-0.5658842930463013,-0.8244846674641608
237.2769350788784,-0.5405790342779914,-0.8412932352628745
237.58612878101695,-0.536031189749892,-0.8441981779270288
237.6178165136581,-0.535564219546969,-0.844494503677227
237.9750409605849,-0.5302886384623419,-0.8478171736393146
237.26984748631168,-0.5406830996513976,-0.8412263582124355
237.43323820640973,-0.5382819741446341,-0.8427648048601434
237.1369657230784,-0.5426326363881149,-0.8399701315680718
238.1705216829629,-0.5273929901617253,-0.8496214650821119
238.96692615282072,-0.5155327867802132,-0.8568698534518688
239.73702068353836,-0.5039696503357242,-0.8637213622114993
239.74864319948807,-0.5037944330786313,-0.8638235752738985
240.1904125540841,-0.4971191594302693,-0.8676822813261444
240.85946483189767,-0.4869534281723562,-0.8734279356599433
239.26011274321647,-0.5111413923102188,-0.8594966416846379
237.7036879427905,-0.53429794153063,-0.8452962259918895
235.9329277974192,-0.5601630169899978,-0.8283823962377903
233.1787350364895,-0.5993207435982614,-0.8005089920124739
231.64742615691364,-0.6204988711083713,-0.7842073392625427
230.99905838412596,-0.629333162812621,-0.777135618913625
230.609079542842,-0.6346080517531596,-0.7728341482168468
229.96225814585728,-0.6432920786985037,-0.7656208601414659
