,ThC_LF,ThC_LM,ThC_LH,ThC_RF,ThC_RM,ThC_RH,FTi_LF,FTi_LM,FTi_LH,FTi_RF,FTi_RM,FTi_RH,Direction,Direction_x,Direction_y,Vel,Vel.x,Vel.y,Ang.Vel
0,132.42171546405777,82.85014070025734,19.846884605789057,134.0174098908579,71.6623634826239,44.528297509716,82.57176273442325,112.04355566792384,116.6617691960478,55.51293185934375,128.0473253133819,85.86762706387226,15.980557593149172,0.9613551737234228,0.2753111511639288,2.5360468844311823,0.6035110571186683,1.2875037865881798,-0.024499080229351763
1,132.33432344077227,83.17897502329127,19.8968918328612,133.99738994679683,71.51978485083208,44.43629992153217,82.82932042364425,111.88221231832571,116.63653822146014,55.61255247521737,127.76937043376196,85.55653110779005,16.007570217004513,0.9612252689039952,0.2757643603159087,2.569998444417318,0.5872692392723802,1.2588170628978421,-0.02385028602540029
2,132.37841030084678,83.04567126587875,19.895605386146684,134.03149284453,71.52121211688761,44.48906072392603,82.3899097335017,111.98050107898844,116.85495137852816,55.6384189738895,128.09922338838618,85.28778040105401,16.09210157476258,0.9608173738311456,0.2771822038735907,2.6219443311961053,0.5624192579675593,1.214926375651626,-0.022857630893354554
3,132.95889583820562,83.21117259520832,19.90130630412725,134.16750281811454,71.24008281043248,44.419448904366845,82.378580813903,112.46090895097544,116.99291735274196,55.6525248170871,127.71525618132289,85.18818480053407,16.073892495858757,0.9609054161346964,0.2768768340670737,2.693442921370908,0.5282156137650612,1.1545150042321444,-0.021491335179253182
4,132.83001096755538,83.10332214745696,19.899669848829035,134.14875877680433,71.34666832023557,44.60040714063524,81.59346527156278,112.85748927761313,116.87954202410606,55.77563723758352,127.10737560989452,85.15095971320298,15.55496948456073,0.9633736216678755,0.2681627585525642,2.7866391726469706,0.48363219733881074,1.0757706074968127,-0.019710410011673125
5,132.81902779090882,82.87794353276047,19.851687267544406,133.78127231000877,71.33136074761532,44.549623845797896,81.36600596552796,113.10574116500388,116.9104261664969,55.83686339595055,127.7860238026335,85.01450717912512,15.679632587924289,0.9627878782130334,0.2702582127633594,2.9043289725625745,0.4273315061960205,0.9763308535435715,-0.017461427635586963
6,132.6207400294321,82.96484601926149,19.886143691485017,134.1206180024089,71.46182865701515,44.75247890874508,81.51551456458097,112.80768896796612,116.78986422878572,56.37119392860972,128.3139394156789,85.82881031439995,15.683866977506083,0.9627679024100004,0.2703293659391224,3.050043015115188,0.35762451960240665,0.8532125497538234,-0.014676918579712149
7,132.5445418665315,83.12257912986296,19.89386642204608,134.19157887705492,71.49595968716429,44.65243149894144,80.94139552169074,111.2363777694976,116.69182707689404,55.80286753259598,127.5663979668187,85.77843527219196,16.060985070112224,0.9609677657552408,0.2766603570795433,3.228152721581389,0.3248725092335692,0.7027221470138756,-0.011273347572372396
8,132.450052936718,83.100969649558,19.945061970666583,134.2578444705375,71.5527542703453,44.60065327291901,80.49506702589277,111.86338441333277,116.68431774288814,55.29203393796506,127.32044521587764,86.45213852387097,16.028580649481256,0.9611240811499234,0.2761168242496561,3.4440013831551637,0.32809291477844293,0.52034493324153,-0.007148607483347551
9,132.53424043042452,83.46810162719113,20.099084109158184,134.0830229857784,71.57651770917083,44.5503316507623,82.19618102449847,111.38918426284918,116.69493877167406,55.03929555333401,127.63404578931528,86.623572295127,15.86126637260135,0.961926294236577,0.2733089908076317,3.6482923767844513,0.34115610776666994,0.23870035802728734,-0.0034171407898934266
